-0.6072228E+02,-0.3305135E+02,1.400,121.38,-250.00
-0.5072228E+02,-0.3305135E+02,1.400,115.04,-250.00
-0.4072228E+02,-0.3305135E+02,1.400,109.24,-250.00
-0.3072228E+02,-0.3305135E+02,1.400,104.09,-250.00
-0.2072228E+02,-0.3305135E+02,1.400,99.67,-250.00
-0.1072228E+02,-0.3305135E+02,1.400,96.09,-250.00
-0.7222798E+00,-0.3305135E+02,1.400,93.46,-250.00
0.9277720E+01,-0.3305135E+02,1.400,91.84,-89.34
0.1927772E+02,-0.3305135E+02,1.400,91.29,-71.66
0.2927772E+02,-0.3305135E+02,1.400,91.84,-71.71
0.3927772E+02,-0.3305135E+02,1.400,93.46,-74.03
0.4927772E+02,-0.3305135E+02,1.400,96.09,-76.34
0.5927772E+02,-0.3305135E+02,1.400,99.67,-68.74
-0.6072228E+02,-0.2305135E+02,1.400,115.90,-250.00
-0.5072228E+02,-0.2305135E+02,1.400,109.24,-250.00
-0.4072228E+02,-0.2305135E+02,1.400,103.12,-250.00
-0.3072228E+02,-0.2305135E+02,1.400,97.64,-250.00
-0.2072228E+02,-0.2305135E+02,1.400,92.92,-250.00
-0.1072228E+02,-0.2305135E+02,1.400,89.07,-250.00
-0.7222798E+00,-0.2305135E+02,1.400,86.22,-250.00
0.9277720E+01,-0.2305135E+02,1.400,84.46,-84.79
0.1927772E+02,-0.2305135E+02,1.400,83.87,-70.92
0.2927772E+02,-0.2305135E+02,1.400,84.46,-70.98
0.3927772E+02,-0.2305135E+02,1.400,86.22,-72.09
0.4927772E+02,-0.2305135E+02,1.400,89.07,-67.65
0.5927772E+02,-0.2305135E+02,1.400,92.92,-68.11
-0.6072228E+02,-0.1305135E+02,1.400,111.06,-250.00
-0.5072228E+02,-0.1305135E+02,1.400,104.09,-250.00
-0.4072228E+02,-0.1305135E+02,1.400,97.64,-250.00
-0.3072228E+02,-0.1305135E+02,1.400,91.84,-250.00
-0.2072228E+02,-0.1305135E+02,1.400,86.80,-250.00
-0.1072228E+02,-0.1305135E+02,1.400,82.67,-250.00
-0.7222798E+00,-0.1305135E+02,1.400,79.59,-250.00
0.9277720E+01,-0.1305135E+02,1.400,77.68,-78.34
0.1927772E+02,-0.1305135E+02,1.400,77.03,-70.18
0.2927772E+02,-0.1305135E+02,1.400,77.68,-70.25
0.3927772E+02,-0.1305135E+02,1.400,79.59,-70.16
0.4927772E+02,-0.1305135E+02,1.400,82.67,-72.58
0.5927772E+02,-0.1305135E+02,1.400,86.80,-79.02
-0.6072228E+02,-0.3051346E+01,1.400,106.93,-250.00
-0.5072228E+02,-0.3051346E+01,1.400,99.67,-250.00
-0.4072228E+02,-0.3051346E+01,1.400,92.92,-250.00
-0.3072228E+02,-0.3051346E+01,1.400,86.80,-250.00
-0.2072228E+02,-0.3051346E+01,1.400,81.45,-250.00
-0.1072228E+02,-0.3051346E+01,1.400,77.03,-250.00
-0.7222798E+00,-0.3051346E+01,1.400,73.72,-250.00
0.9277720E+01,-0.3051346E+01,1.400,71.65,-250.00
0.1927772E+02,-0.3051346E+01,1.400,70.95,-69.47
0.2927772E+02,-0.3051346E+01,1.400,71.65,-69.55
0.3927772E+02,-0.3051346E+01,1.400,73.72,-250.00
0.4927772E+02,-0.3051346E+01,1.400,77.03,-250.00
0.5927772E+02,-0.3051346E+01,1.400,81.45,-250.00
-0.6072228E+02,0.6948654E+01,1.400,103.60,-250.00
-0.5072228E+02,0.6948654E+01,1.400,96.09,-250.00
-0.4072228E+02,0.6948654E+01,1.400,89.07,-250.00
-0.3072228E+02,0.6948654E+01,1.400,82.67,-250.00
-0.2072228E+02,0.6948654E+01,1.400,77.03,-250.00
-0.1072228E+02,0.6948654E+01,1.400,72.35,-250.00
-0.7222798E+00,0.6948654E+01,1.400,68.80,-250.00
0.9277720E+01,0.6948654E+01,1.400,66.59,-250.00
0.1927772E+02,0.6948654E+01,1.400,65.83,-68.82
0.2927772E+02,0.6948654E+01,1.400,66.59,-68.92
0.3927772E+02,0.6948654E+01,1.400,68.80,-250.00
0.4927772E+02,0.6948654E+01,1.400,72.35,-250.00
0.5927772E+02,0.6948654E+01,1.400,77.03,-250.00
-0.6072228E+02,0.1694865E+02,1.400,101.16,-250.00
-0.5072228E+02,0.1694865E+02,1.400,93.46,-250.00
-0.4072228E+02,0.1694865E+02,1.400,86.22,-250.00
-0.3072228E+02,0.1694865E+02,1.400,79.59,-250.00
-0.2072228E+02,0.1694865E+02,1.400,73.72,-250.00
-0.1072228E+02,0.1694865E+02,1.400,68.80,-66.43
-0.7222798E+00,0.1694865E+02,1.400,65.07,-64.85
0.9277720E+01,0.1694865E+02,1.400,62.72,-63.27
0.1927772E+02,0.1694865E+02,1.400,61.92,-68.28
0.2927772E+02,0.1694865E+02,1.400,62.72,-68.40
0.3927772E+02,0.1694865E+02,1.400,65.07,-69.22
0.4927772E+02,0.1694865E+02,1.400,68.80,-64.72
0.5927772E+02,0.1694865E+02,1.400,73.72,-68.73
-0.6072228E+02,0.2694865E+02,1.400,99.67,-250.00
-0.5072228E+02,0.2694865E+02,1.400,91.84,-250.00
-0.4072228E+02,0.2694865E+02,1.400,84.46,-250.00
-0.3072228E+02,0.2694865E+02,1.400,77.68,-250.00
-0.2072228E+02,0.2694865E+02,1.400,71.65,-250.00
-0.1072228E+02,0.2694865E+02,1.400,66.59,-68.89
-0.7222798E+00,0.2694865E+02,1.400,62.72,-64.62
0.9277720E+01,0.2694865E+02,1.400,60.28,-68.03
0.1927772E+02,0.2694865E+02,1.400,59.45,-67.93
0.2927772E+02,0.2694865E+02,1.400,60.28,-68.05
0.3927772E+02,0.2694865E+02,1.400,62.72,-66.66
0.4927772E+02,0.2694865E+02,1.400,66.59,-70.05
0.5927772E+02,0.2694865E+02,1.400,71.65,-67.88
-0.6072228E+02,0.3694865E+02,1.400,99.17,-250.00
-0.5072228E+02,0.3694865E+02,1.400,91.29,-250.00
-0.4072228E+02,0.3694865E+02,1.400,83.87,-250.00
-0.3072228E+02,0.3694865E+02,1.400,77.03,-250.00
-0.2072228E+02,0.3694865E+02,1.400,70.95,-250.00
-0.1072228E+02,0.3694865E+02,1.400,65.83,-86.87
-0.7222798E+00,0.3694865E+02,1.400,61.92,-74.02
0.9277720E+01,0.3694865E+02,1.400,59.45,-73.63
0.1927772E+02,0.3694865E+02,1.400,58.60,-67.81
0.2927772E+02,0.3694865E+02,1.400,59.45,-67.93
0.3927772E+02,0.3694865E+02,1.400,61.92,-64.04
0.4927772E+02,0.3694865E+02,1.400,65.83,-67.47
0.5927772E+02,0.3694865E+02,1.400,70.95,-66.25
