-0.2013370E+03,-0.2004230E+03,1.400,251.63,-104.64
-0.1513370E+03,-0.2004230E+03,1.400,256.55,-96.51
-0.1013370E+03,-0.2004230E+03,1.400,270.77,-91.82
-0.5133700E+02,-0.2004230E+03,1.400,292.95,-250.00
-0.1337000E+01,-0.2004230E+03,1.400,321.43,-91.76
0.4866300E+02,-0.2004230E+03,1.400,354.71,-118.89
0.9866300E+02,-0.2004230E+03,1.400,391.56,-250.00
0.1486630E+03,-0.2004230E+03,1.400,431.07,-250.00
0.1986630E+03,-0.2004230E+03,1.400,472.57,-250.00
0.2486630E+03,-0.2004230E+03,1.400,515.58,-108.47
-0.2013370E+03,-0.1504230E+03,1.400,202.03,-79.18
-0.1513370E+03,-0.1504230E+03,1.400,208.13,-250.00
-0.1013370E+03,-0.1504230E+03,1.400,225.43,-78.43
-0.5133700E+02,-0.1504230E+03,1.400,251.63,-81.41
-0.1337000E+01,-0.1504230E+03,1.400,284.29,-84.40
0.4866300E+02,-0.1504230E+03,1.400,321.43,-250.00
0.9866300E+02,-0.1504230E+03,1.400,361.69,-250.00
0.1486630E+03,-0.1504230E+03,1.400,404.13,-250.00
0.1986630E+03,-0.1504230E+03,1.400,448.13,-104.35
0.2486630E+03,-0.1504230E+03,1.400,493.27,-110.85
-0.2013370E+03,-0.1004230E+03,1.400,152.70,-82.28
-0.1513370E+03,-0.1004230E+03,1.400,160.68,-250.00
-0.1013370E+03,-0.1004230E+03,1.400,182.53,-74.05
-0.5133700E+02,-0.1004230E+03,1.400,214.05,-74.07
-0.1337000E+01,-0.1004230E+03,1.400,251.63,-250.00
0.4866300E+02,-0.1004230E+03,1.400,292.95,-119.24
0.9866300E+02,-0.1004230E+03,1.400,336.63,-88.52
0.1486630E+03,-0.1004230E+03,1.400,381.86,-95.42
0.1986630E+03,-0.1004230E+03,1.400,428.16,-97.37
0.2486630E+03,-0.1004230E+03,1.400,475.20,-250.00
-0.2013370E+03,-0.5042300E+02,1.400,104.01,-70.59
-0.1513370E+03,-0.5042300E+02,1.400,115.40,-71.89
-0.1013370E+03,-0.5042300E+02,1.400,144.28,-78.36
-0.5133700E+02,-0.5042300E+02,1.400,182.53,-81.82
-0.1337000E+01,-0.5042300E+02,1.400,225.43,-82.42
0.4866300E+02,-0.5042300E+02,1.400,270.77,-100.46
0.9866300E+02,-0.5042300E+02,1.400,317.52,-110.01
0.1486630E+03,-0.5042300E+02,1.400,365.13,-250.00
0.1986630E+03,-0.5042300E+02,1.400,413.30,-250.00
0.2486630E+03,-0.5042300E+02,1.400,461.86,-250.00
-0.2013370E+03,-0.4230000E+00,1.400,57.60,-70.19
-0.1513370E+03,-0.4230000E+00,1.400,76.28,-69.60
-0.1013370E+03,-0.4230000E+00,1.400,115.40,-74.09
-0.5133700E+02,-0.4230000E+00,1.400,160.68,-78.59
-0.1337000E+01,-0.4230000E+00,1.400,208.13,-82.87
0.4866300E+02,-0.4230000E+00,1.400,256.55,-250.00
0.9866300E+02,-0.4230000E+00,1.400,305.48,-250.00
0.1486630E+03,-0.4230000E+00,1.400,354.71,-250.00
0.1986630E+03,-0.4230000E+00,1.400,404.13,-134.78
0.2486630E+03,-0.4230000E+00,1.400,453.67,-250.00
-0.2013370E+03,0.4957700E+02,1.400,28.60,-61.39
-0.1513370E+03,0.4957700E+02,1.400,57.60,-64.95
-0.1013370E+03,0.4957700E+02,1.400,104.01,-89.30
-0.5133700E+02,0.4957700E+02,1.400,152.70,-85.41
-0.1337000E+01,0.4957700E+02,1.400,202.03,-87.65
0.4866300E+02,0.4957700E+02,1.400,251.63,-87.93
0.9866300E+02,0.4957700E+02,1.400,301.36,-122.52
0.1486630E+03,0.4957700E+02,1.400,351.17,-250.00
0.1986630E+03,0.4957700E+02,1.400,401.02,-250.00
0.2486630E+03,0.4957700E+02,1.400,450.91,-116.61
-0.2013370E+03,0.9957700E+02,1.400,57.60,-67.47
-0.1513370E+03,0.9957700E+02,1.400,76.28,-69.39
-0.1013370E+03,0.9957700E+02,1.400,115.40,-73.92
-0.5133700E+02,0.9957700E+02,1.400,160.68,-78.05
-0.1337000E+01,0.9957700E+02,1.400,208.13,-73.58
0.4866300E+02,0.9957700E+02,1.400,256.55,-250.00
0.9866300E+02,0.9957700E+02,1.400,305.48,-250.00
0.1486630E+03,0.9957700E+02,1.400,354.71,-136.45
0.1986630E+03,0.9957700E+02,1.400,404.13,-108.12
0.2486630E+03,0.9957700E+02,1.400,453.67,-99.12
-0.2013370E+03,0.1495770E+03,1.400,104.01,-70.60
-0.1513370E+03,0.1495770E+03,1.400,115.40,-75.03
-0.1013370E+03,0.1495770E+03,1.400,144.28,-78.05
-0.5133700E+02,0.1495770E+03,1.400,182.53,-75.78
-0.1337000E+01,0.1495770E+03,1.400,225.43,-77.24
